image_name,lang,domain,image_rating,ocr_pred_rating
mg_hi_000071_0_5_paragraph.png,hi,mg,1,0
tb_hi_000099_0_1_paragraph.png,hi,tb,-1,1
tb_hi_000150_0_6_chapter-title.png,hi,tb,-1,1
tb_hi_000195_0_3_paragraph.png,hi,tb,-1,2
tb_hi_000299_0_9_page-number.png,hi,tb,-1,1
np_hi_000003_1_5_dateline.png,hi,np,-1,2
np_hi_000024_1_1_page-number.png,hi,np,-1,2
np_hi_000072_1_15_figure-caption.png,hi,np,-1,2
np_hi_000102_1_68_page-number.png,hi,np,-1,2
np_hi_000123_1_21_headline.png,hi,np,-1,2
np_hi_000152_1_13_website-link.png,hi,np,-1,2
np_hi_000159_1_126_paragraph.png,hi,np,-1,1
np_hi_000190_1_39_jumpline.png,hi,np,-1,1
np_hi_000338_1_0_page-number.png,hi,np,-1,1
np_hi_000339_1_10_contact-info.png,hi,np,0,-1
np_hi_000356_1_5_jumpline.png,hi,np,-1,1
np_hi_000362_1_74_contact-info.png,hi,np,-1,1
rp_hi_000077_0_2_folio.png,hi,rp,-1,1
rp_hi_000082_0_2_folio.png,hi,rp,-1,1
rp_hi_000088_0_5_ordered-list.png,hi,rp,-1,2
rp_hi_000095_0_2_paragraph.png,hi,rp,-1,0
rp_hi_000148_0_6_folio.png,hi,rp,-1,1
rp_hi_000178_0_3_folio.png,hi,rp,-1,1
br_hi_000020_0_5_section-title.png,hi,br,-1,1
br_hi_000025_0_1_folio.png,hi,br,-1,1
qp_bn_000065_0_0_page-number.png,bn,qp,-1,0
mg_bn_000030_0_4_paragraph.png,bn,mg,-1,2
mg_bn_000055_0_11_paragraph.png,bn,mg,-1,2
mg_bn_000056_0_5_folio.png,bn,mg,-1,0
mg_bn_000153_0_0_page-number.png,bn,mg,-1,2
tb_bn_000006_0_2_author.png,bn,tb,-1,1
tb_bn_000043_0_3_page-number.png,bn,tb,-1,0
tb_bn_000070_0_4_paragraph.png,bn,tb,-1,1
tb_bn_000129_0_2_headline.png,bn,tb,-1,1
tb_bn_000262_0_2_page-number.png,bn,tb,-1,1
tb_bn_000297_0_3_paragraph.png,bn,tb,-1,1
tb_bn_000363_0_3_paragraph.png,bn,tb,-1,1
tb_bn_000434_0_3_page-number.png,bn,tb,-1,1
tb_bn_000049_0_5_paragraph.png,bn,tb,-1,2
nt_hi_000093_0_3_footnote.png,hi,nt,-1,2
nt_hi_000119_0_9_website-link.png,hi,nt,-1,1
nt_hi_000159_0_6_section-title.png,hi,nt,-1,1
nt_hi_000166_0_4_folio.png,hi,nt,-1,1
qp_hi_000079_0_2_page-number.png,hi,qp,-1,0
tb_pa_000030_0_5_ordered-list.png,pa,tb,-1,2
tb_pa_000071_0_4_figure-caption.png,pa,tb,-1,1
tb_pa_000126_0_1_paragraph.png,pa,tb,-1,2
tb_pa_000148_0_6_section-title.png,pa,tb,-1,1
tb_pa_000560_0_7_page-number.png,pa,tb,-1,0
tb_pa_000595_0_5_page-number.png,pa,tb,-1,2
np_ta_000004_0_12_paragraph.png,ta,np,-1,0
np_ta_000012_0_18_section-title.png,ta,np,-1,1
np_ta_000018_0_24_section-title.png,ta,np,-1,1
np_ta_000094_0_19_paragraph.png,ta,np,-1,2
np_ta_000140_0_2_dateline.png,ta,np,-1,2
np_ta_000220_0_8_paragraph.png,ta,np,-1,2
np_ta_000269_0_6_headline.png,ta,np,-1,2
np_ta_000298_0_23_paragraph.png,ta,np,-1,2
np_ta_000351_1_16_paragraph.png,ta,np,-1,2
np_ta_000412_1_118_paragraph.png,ta,np,-1,0
tb_ta_000131_0_5_author.png,ta,tb,-1,1
tb_ta_000153_0_3_paragraph.png,ta,tb,-1,1
tb_ta_000173_0_0_chapter-title.png,ta,tb,-1,1
tb_ta_000319_0_8_unordered-list.png,ta,tb,-1,2
tb_ta_000426_0_3_contact-info.png,ta,tb,-1,1
tb_ta_000468_0_4_folio.png,ta,tb,-1,1
tb_ta_000581_0_0_unordered-list.png,ta,tb,-1,2
tb_ta_000711_0_6_section-title.png,ta,tb,-1,1
tb_ta_000740_0_6_ordered-list.png,ta,tb,-1,2
tb_ta_000954_1_5_figure-caption.png,ta,tb,-1,1
nv_ta_000105_0_5_quote.png,ta,nv,-1,0
nv_ta_000238_0_7_paragraph.png,ta,nv,-1,0
nv_ta_000265_0_4_folio.png,ta,nv,-1,1
nv_ta_000497_0_1_paragraph.png,ta,nv,-1,2
nv_ta_000584_0_8_paragraph.png,ta,nv,-1,2
nv_ta_000755_0_3_folio.png,ta,nv,-1,1
nv_ta_000829_0_3_folio.png,ta,nv,-1,1
nv_ta_000877_0_7_paragraph.png,ta,nv,-1,0
nv_ta_000932_0_12_paragraph.png,ta,nv,-1,1
nv_ta_000983_0_15_quote.png,ta,nv,-1,1
nv_ta_001179_1_3_paragraph.png,ta,nv,-1,1
rp_ta_000003_0_7_contact-info.png,ta,rp,-1,2
rp_ta_000008_0_0_folio.png,ta,rp,-1,0
rp_ta_000023_0_5_paragraph.png,ta,rp,-1,1
rp_ta_000044_0_4_paragraph.png,ta,rp,-1,2
sy_hi_000025_0_1_unordered-list.png,hi,sy,-1,2
mn_mr_000003_0_3_paragraph.png,mr,mn,-1,1
mn_mr_000036_0_20_section-title.png,mr,mn,-1,1
mn_mr_000127_0_4_section-title.png,mr,mn,-1,2
mn_mr_000274_0_0_unordered-list.png,mr,mn,-1,2
mn_mr_000327_0_11_paragraph.png,mr,mn,-1,1
mn_mr_000343_0_7_folio.png,mr,mn,-1,1
mn_mr_000355_0_4_folio.png,mr,mn,-1,1
mn_mr_000399_0_5_figure-caption.png,mr,mn,-1,0
mn_mr_000549_0_1_headline.png,mr,mn,-1,0
mn_mr_000553_0_1_sub-section-title.png,mr,mn,-1,2
mn_mr_000528_0_1_page-number.png,mr,mn,-1,0
mn_mr_000457_0_14_website-link.png,mr,mn,-1,1
mn_mr_000458_0_10_website-link.png,mr,mn,-1,1
mn_mr_000380_0_1_unordered-list.png,mr,mn,-1,2
qp_mr_000038_0_20_folio.png,mr,qp,-1,1
qp_mr_000055_0_7_first-level-question.png,mr,qp,-1,2
qp_mr_000106_0_10_first-level-question.png,mr,qp,-1,2
qp_mr_000192_0_8_first-level-question.png,mr,qp,-1,1
qp_mr_000194_0_0_options.png,mr,qp,-1,1
qp_mr_000211_0_1_first-level-question.png,mr,qp,-1,2
qp_mr_000299_1_3_folio.png,mr,qp,-1,1
qp_mr_000353_1_2_first-level-question.png,mr,qp,-1,2
qp_mr_000410_1_6_first-level-question.png,mr,qp,-1,2
qp_mr_000556_1_0_first-level-question.png,mr,qp,-1,2
qp_mr_000613_1_3_options.png,mr,qp,-1,2
qp_mr_000660_1_3_options.png,mr,qp,-1,2
sy_mr_000033_0_12_section-title.png,mr,sy,-1,2
sy_mr_000047_0_9_headline.png,mr,sy,-1,1
sy_mr_000089_0_2_section-title.png,mr,sy,-1,1
mg_mr_000017_7_page-number.png,mr,mg,-1,2
mg_kn_000390_0_13_page-number.png,kn,mg,-1,2
mg_kn_000395_0_6_jumpline.png,kn,mg,-1,0
mg_kn_000090_0_8_page-number.png,kn,mg,-1,2
tb_kn_000014_0_2_folio.png,kn,tb,1,0
tb_kn_000038_0_1_sub-ordered-list.png,kn,tb,1,1
tb_kn_000049_0_6_paragraph.png,kn,tb,1,1
tb_kn_000115_0_1_folio.png,kn,tb,0,0
tb_kn_000149_0_24_second-level-question.png,kn,tb,1,2
tb_kn_000165_0_26_answer.png,kn,tb,1,2
tb_kn_000184_0_15_first-level-question.png,kn,tb,1,2
tb_kn_000237_0_1_section-title.png,kn,tb,1,1
tb_kn_000243_0_3_paragraph.png,kn,tb,1,1
tb_kn_000265_0_5_figure-caption.png,kn,tb,1,0
tb_kn_000344_0_2_folio.png,kn,tb,1,0
tb_kn_000375_0_9_page-number.png,kn,tb,-2,-2
tb_kn_000380_0_5_chapter-title.png,kn,tb,1,2
tb_kn_000388_0_7_section-title.png,kn,tb,1,1
tb_kn_000448_0_0_figure-caption.png,kn,tb,0,1
tb_kn_000470_0_6_paragraph.png,kn,tb,1,1
tb_kn_000487_0_9_paragraph.png,kn,tb,1,1
tb_kn_000490_0_2_paragraph.png,kn,tb,1,1
tb_kn_000520_0_7_section-title.png,kn,tb,1,0
tb_kn_000526_0_0_section-title.png,kn,tb,1,1
nv_kn_000012_0_3_page-number.png,kn,nv,-2,-2
nv_kn_000048_0_1_section-title.png,kn,nv,1,1
nv_kn_000060_0_0_paragraph.png,kn,nv,1,1
nv_kn_000061_0_1_paragraph.png,kn,nv,1,1
nv_kn_000091_0_1_folio.png,kn,nv,1,2
nv_kn_000138_0_6_paragraph.png,kn,nv,1,0
nv_kn_000156_0_0_paragraph.png,kn,nv,-2,-2
nv_kn_000202_0_0_paragraph.png,kn,nv,1,1
nv_kn_000208_0_4_page-number.png,kn,nv,1,1
nv_kn_000231_0_3_paragraph.png,kn,nv,1,2
np_kn_000003_0_28_paragraph.png,kn,np,0,1
np_kn_000009_0_4_paragraph.png,kn,np,0,1
np_kn_000025_0_7_paragraph.png,kn,np,0,1
np_kn_000027_0_38_paragraph.png,kn,np,0,1
np_kn_000029_0_23_dateline.png,kn,np,0,1
np_kn_000037_0_18_paragraph.png,kn,np,1,1
np_kn_000082_0_25_jumpline.png,kn,np,0,1
np_kn_000083_0_1_paragraph.png,kn,np,0,1
np_kn_000087_0_41_headline.png,kn,np,0,1
np_kn_000102_0_5_paragraph.png,kn,np,1,1
np_kn_000108_0_4_headline.png,kn,np,-2,-2
np_kn_000126_0_0_flag.png,kn,np,1,1
np_kn_000136_0_49_folio.png,kn,np,0,1
np_kn_000142_0_7_section-title.png,kn,np,1,1
np_kn_000158_1_42_folio.png,kn,np,0,1
np_kn_000172_1_8_paragraph.png,kn,np,-2,-2
np_kn_000182_1_11_paragraph.png,kn,np,-2,-2
np_kn_000208_1_35_paragraph.png,kn,np,0,1
np_kn_000233_1_40_paragraph.png,kn,np,1,1
np_kn_000238_1_27_paragraph.png,kn,np,1,1
rp_kn_000028_0_1_paragraph.png,kn,rp,1,0
rp_kn_000035_0_1_paragraph.png,kn,rp,1,0
rp_kn_000056_0_0_paragraph.png,kn,rp,1,0
rp_kn_000077_0_3_paragraph.png,kn,rp,1,0
rp_kn_000095_0_1_paragraph.png,kn,rp,1,0
br_kn_000070_0_3_quote.png,kn,br,1,1
br_kn_000138_0_3_paragraph.png,kn,br,1,0
br_kn_000146_0_4_page-number.png,kn,br,1,1
br_kn_000149_0_0_section-title.png,kn,br,1,1
br_kn_000174_0_1_page-number.png,kn,br,1,1
br_kn_000177_0_3_section-title.png,kn,br,1,1
br_kn_000181_0_4_section-title.png,kn,br,1,1
br_kn_000191_0_5_first-level-question.png,kn,br,1,1
br_kn_000257_0_4_website-link.png,kn,br,1,2
br_kn_000303_0_4_page-number.png,kn,br,1,1
mg_bn_000076_0_17_paragraph.png,bn,mg,1,2
mg_bn_000104_0_0_folio.png,bn,mg,-2,-2
mg_bn_000192_0_5_paragraph.png,bn,mg,1,0
mg_bn_000206_0_3_figure-caption.png,bn,mg,1,2
mg_bn_000312_0_0_folio.png,bn,mg,0,1
mg_bn_000321_0_9_ordered-list.png,bn,mg,1,2
mg_bn_000327_0_7_folio.png,bn,mg,-2,-2
mg_bn_000352_0_5_paragraph.png,bn,mg,1,0
mg_bn_000364_0_5_author.png,bn,mg,1,2
mg_bn_000381_0_12_paragraph.png,bn,mg,1,2
mg_bn_000397_0_8_section-title.png,bn,mg,1,2
mg_bn_000442_0_19_paragraph.png,bn,mg,-2,-2
mg_bn_000463_0_11_folio.png,bn,mg,0,1
mg_bn_000469_0_7_paragraph.png,bn,mg,1,1
mg_bn_000515_0_6_paragraph.png,bn,mg,1,2
mg_bn_000565_0_2_paragraph.png,bn,mg,1,0
mg_bn_000575_0_15_paragraph.png,bn,mg,1,2
mg_bn_000612_0_8_paragraph.png,bn,mg,1,2
mg_bn_000643_0_20_first-level-question.png,bn,mg,1,2
mg_bn_000645_0_1_paragraph.png,bn,mg,1,0
mg_bn_000680_0_12_paragraph.png,bn,mg,1,0
mg_bn_000684_0_9_paragraph.png,bn,mg,1,2
mg_bn_000717_0_14_paragraph.png,bn,mg,1,0
mg_bn_000738_0_0_folio.png,bn,mg,1,2
mg_bn_000741_0_4_headline.png,bn,mg,1,0
mg_bn_000757_0_10_section-title.png,bn,mg,1,0
mg_bn_000782_0_2_page-number.png,bn,mg,1,2
mg_bn_000783_0_10_paragraph.png,bn,mg,1,1
mg_bn_000787_0_6_chapter-title.png,bn,mg,1,2
mg_bn_000789_0_3_contact-info.png,bn,mg,1,2
mg_bn_000821_0_5_paragraph.png,bn,mg,1,2
mg_bn_000865_1_14_folio.png,bn,mg,1,1
mg_bn_000871_1_2_paragraph.png,bn,mg,1,0
mg_bn_000876_1_8_figure-caption.png,bn,mg,1,0
mg_bn_000885_1_13_paragraph.png,bn,mg,1,1
mg_bn_000906_1_11_folio.png,bn,mg,1,1
mg_bn_000914_1_1_paragraph.png,bn,mg,1,0
mg_bn_000941_1_4_paragraph.png,bn,mg,1,2
mg_bn_000969_1_14_author.png,bn,mg,1,2
mg_bn_000992_1_7_paragraph.png,bn,mg,0,0
mg_bn_001022_1_5_section-title.png,bn,mg,1,1
tb_bn_000095_0_0_paragraph.png,bn,tb,1,0
tb_bn_000127_0_0_paragraph.png,bn,tb,1,2
tb_bn_000132_0_1_paragraph.png,bn,tb,1,2
tb_bn_000210_0_0_paragraph.png,bn,tb,1,0
tb_bn_000216_0_1_paragraph.png,bn,tb,1,2
tb_bn_000288_0_0_paragraph.png,bn,tb,1,1
tb_bn_000307_0_0_paragraph.png,bn,tb,1,2
tb_bn_000346_0_1_paragraph.png,bn,tb,1,2
tb_bn_000366_0_1_page-number.png,bn,tb,1,1
tb_bn_000391_0_3_paragraph.png,bn,tb,1,0
tb_bn_000482_0_0_paragraph.png,bn,tb,1,1
tb_bn_000493_0_1_paragraph.png,bn,tb,1,1
tb_bn_000531_0_1_paragraph.png,bn,tb,1,2
tb_bn_000536_0_0_paragraph.png,bn,tb,2,0
tb_bn_000540_0_0_paragraph.png,bn,tb,2,2
tb_bn_000558_0_2_paragraph.png,bn,tb,1,2
tb_bn_000562_0_2_figure-caption.png,bn,tb,1,0
tb_bn_000593_0_0_paragraph.png,bn,tb,1,2
tb_bn_000594_0_0_paragraph.png,bn,tb,1,0
tb_bn_000606_0_5_page-number.png,bn,tb,1,1
tb_bn_000617_0_1_paragraph.png,bn,tb,1,0
tb_bn_000651_0_2_paragraph.png,bn,tb,1,1
tb_bn_000654_0_1_paragraph.png,bn,tb,1,2
tb_bn_000667_0_1_paragraph.png,bn,tb,1,0
tb_bn_000669_0_2_paragraph.png,bn,tb,1,2
tb_bn_000687_0_1_paragraph.png,bn,tb,1,2
tb_bn_000695_0_3_paragraph.png,bn,tb,1,2
tb_bn_000707_0_1_paragraph.png,bn,tb,1,0
tb_bn_000714_0_0_paragraph.png,bn,tb,1,0
tb_bn_000724_0_1_page-number.png,bn,tb,1,1
nv_bn_000014_0_8_paragraph.png,bn,nv,1,0
nv_bn_000057_0_5_paragraph.png,bn,nv,1,2
nv_bn_000065_0_0_paragraph.png,bn,nv,1,0
nv_bn_000147_0_3_paragraph.png,bn,nv,1,0
nv_bn_000168_0_2_page-number.png,bn,nv,1,2
nv_bn_000176_0_3_page-number.png,bn,nv,1,1
nv_bn_000186_0_3_page-number.png,bn,nv,1,2
nv_bn_000212_0_2_page-number.png,bn,nv,1,0
nv_bn_000216_0_5_paragraph.png,bn,nv,-2,-2
nv_bn_000227_0_2_paragraph.png,bn,nv,1,1
nv_bn_000251_0_11_paragraph.png,bn,nv,1,0
nv_bn_000294_0_3_paragraph.png,bn,nv,1,1
nv_bn_000313_0_15_paragraph.png,bn,nv,1,0
nv_bn_000320_0_7_paragraph.png,bn,nv,1,2
nv_bn_000335_0_12_paragraph.png,bn,nv,1,2
nv_bn_000344_0_1_paragraph.png,bn,nv,1,0
nv_bn_000358_0_14_paragraph.png,bn,nv,1,1
nv_bn_000380_0_7_paragraph.png,bn,nv,-2,-2
nv_bn_000463_0_5_paragraph.png,bn,nv,-2,-2
nv_bn_000469_0_3_author.png,bn,nv,1,2
np_bn_000009_0_9_figure-caption.png,bn,np,-2,-2
np_bn_000013_0_43_paragraph.png,bn,np,1,2
np_bn_000047_0_13_headline.png,bn,np,-2,-2
np_bn_000062_0_45_paragraph.png,bn,np,-2,-2
np_bn_000081_0_19_headline.png,bn,np,1,1
np_bn_000190_0_48_paragraph.png,bn,np,1,2
np_bn_000206_0_25_paragraph.png,bn,np,-2,-2
np_bn_000235_0_50_paragraph.png,bn,np,-2,-2
np_bn_000315_1_7_paragraph.png,bn,np,-2,-2
np_bn_000318_1_46_paragraph.png,bn,np,-2,-2
np_bn_000324_1_23_paragraph.png,bn,np,-2,-2
np_bn_000361_1_58_dateline.png,bn,np,1,2
np_bn_000365_1_46_paragraph.png,bn,np,1,1
np_bn_000382_1_5_paragraph.png,bn,np,-2,-2
np_bn_000399_1_15_paragraph.png,bn,np,-2,-2
np_bn_000457_1_31_headline.png,bn,np,1,1
np_bn_000460_1_44_paragraph.png,bn,np,1,0
np_bn_000483_1_43_sub-headline.png,bn,np,1,1
np_bn_000509_1_44_paragraph.png,bn,np,-2,-2
np_bn_000512_1_62_jumpline.png,bn,np,1,0
np_bn_000526_1_28_folio.png,bn,np,1,1
rp_bn_000013_0_1_chapter-title.png,bn,rp,1,2
rp_bn_000015_0_0_paragraph.png,bn,rp,1,2
rp_bn_000017_0_3_chapter-title.png,bn,rp,-2,-2
rp_bn_000053_0_3_ordered-list.png,bn,rp,1,2
rp_bn_000065_0_11_paragraph.png,bn,rp,-2,-2
rp_bn_000108_0_2_section-title.png,bn,rp,1,0
rp_bn_000129_0_0_paragraph.png,bn,rp,1,0
rp_bn_000143_0_1_paragraph.png,bn,rp,1,1
rp_bn_000192_0_3_paragraph.png,bn,rp,1,0
rp_bn_000201_0_5_footnote.png,bn,rp,-2,-2
rp_bn_000222_0_4_paragraph.png,bn,rp,1,0
rp_bn_000223_0_1_paragraph.png,bn,rp,1,0
rp_bn_000251_0_1_paragraph.png,bn,rp,-2,-2
rp_bn_000267_0_1_paragraph.png,bn,rp,-2,-2
rp_bn_000273_0_1_paragraph.png,bn,rp,-2,-2
rp_bn_000292_0_1_paragraph.png,bn,rp,-2,-2
rp_bn_000307_0_1_paragraph.png,bn,rp,-2,-2
rp_bn_000354_0_4_paragraph.png,bn,rp,1,0
rp_bn_000359_0_5_paragraph.png,bn,rp,1,0
rp_bn_000371_0_2_paragraph.png,bn,rp,-2,-2
br_bn_000020_0_2_paragraph.png,bn,br,1,2
br_bn_000098_0_0_paragraph.png,bn,br,1,0
br_bn_000111_0_3_figure-caption.png,bn,br,1,0
br_bn_000119_0_3_paragraph.png,bn,br,1,1
br_bn_000135_0_10_author.png,bn,br,1,0
br_bn_000169_0_5_page-number.png,bn,br,1,1
br_bn_000174_0_10_paragraph.png,bn,br,1,0
br_bn_000212_0_4_page-number.png,bn,br,1,0
br_bn_000217_0_6_page-number.png,bn,br,1,0
br_bn_000251_0_12_dateline.png,bn,br,-2,-2
br_bn_000262_0_4_page-number.png,bn,br,1,1
br_bn_000267_0_3_folio.png,bn,br,1,1
br_bn_000276_0_3_paragraph.png,bn,br,1,1
br_bn_000299_0_7_quote.png,bn,br,1,0
br_bn_000308_0_5_page-number.png,bn,br,-2,-2
br_bn_000343_0_11_page-number.png,bn,br,1,2
br_bn_000348_0_6_figure-caption.png,bn,br,1,1
br_bn_000352_0_2_paragraph.png,bn,br,-2,-2
br_bn_000363_0_6_folio.png,bn,br,1,1
br_bn_000462_0_19_dateline.png,bn,br,1,2
nt_bn_000007_0_2_footnote.png,bn,nt,1,2
nt_bn_000033_0_9_contact-info.png,bn,nt,1,1
nt_bn_000045_0_11_folio.png,bn,nt,-2,-2
nt_bn_000059_0_11_paragraph.png,bn,nt,1,2
nt_bn_000077_0_8_contact-info.png,bn,nt,1,1
nt_bn_000081_0_12_section-title.png,bn,nt,1,1
nt_bn_000090_0_6_footnote.png,bn,nt,1,2
nt_bn_000093_0_10_dateline.png,bn,nt,1,1
nt_bn_000097_0_13_folio.png,bn,nt,1,1
nt_bn_000100_0_0_paragraph.png,bn,nt,1,2
nt_bn_000101_0_17_paragraph.png,bn,nt,1,1
nt_bn_000126_0_4_contact-info.png,bn,nt,1,2
nt_bn_000130_0_3_ordered-list.png,bn,nt,1,2
nt_bn_000150_0_1_page-number.png,bn,nt,1,0
nt_bn_000167_0_1_headline.png,bn,nt,1,1
nt_bn_000170_0_0_paragraph.png,bn,nt,1,0
nt_bn_000197_0_2_paragraph.png,bn,nt,1,0
nt_bn_000199_0_0_paragraph.png,bn,nt,1,0
nt_bn_000225_0_1_headline.png,bn,nt,1,1
nt_bn_000227_0_11_paragraph.png,bn,nt,1,0
sy_bn_000030_0_0_unordered-list.png,bn,sy,1,2
sy_bn_000053_0_4_folio.png,bn,sy,1,1
sy_bn_000077_0_6_paragraph.png,bn,sy,1,1
sy_bn_000108_0_1_page-number.png,bn,sy,1,2
sy_bn_000147_0_5_sub-section-title.png,bn,sy,1,1
sy_bn_000148_0_0_page-number.png,bn,sy,-2,-2
sy_bn_000170_0_2_sub-section-title.png,bn,sy,1,1
sy_bn_000202_1_8_folio.png,bn,sy,1,0
sy_bn_000209_1_4_folio.png,bn,sy,1,1
sy_bn_000255_1_15_folio.png,bn,sy,1,2
sy_bn_000320_1_2_table-caption.png,bn,sy,1,1
sy_bn_000331_1_3_page-number.png,bn,sy,1,1
sy_bn_000348_1_3_sub-ordered-list.png,bn,sy,1,0
sy_bn_000366_1_4_table-caption.png,bn,sy,1,1
sy_bn_000374_1_11_paragraph.png,bn,sy,1,2
sy_bn_000384_1_0_ordered-list.png,bn,sy,1,1
sy_bn_000385_1_2_headline.png,bn,sy,1,0
sy_bn_000405_1_5_ordered-list.png,bn,sy,-2,-2
sy_bn_000425_1_5_section-title.png,bn,sy,-2,-2
sy_bn_000433_1_6_table-caption.png,bn,sy,1,1
qp_bn_000044_0_14_subsub-ordered-list.png,bn,qp,1,2
qp_bn_000081_0_2_section-title.png,bn,qp,1,1
qp_bn_000085_0_1_folio.png,bn,qp,1,2
qp_bn_000099_0_3_folio.png,bn,qp,1,1
qp_bn_000114_0_12_options.png,bn,qp,1,1
qp_bn_000161_0_3_section-title.png,bn,qp,1,1
qp_bn_000169_0_3_paragraph.png,bn,qp,1,0
qp_bn_000186_0_12_first-level-question.png,bn,qp,1,1
qp_bn_000211_0_17_first-level-question.png,bn,qp,1,1
qp_bn_000215_0_11_options.png,bn,qp,1,1
qp_bn_000216_0_10_options.png,bn,qp,1,1
qp_bn_000223_0_14_folio.png,bn,qp,1,1
qp_bn_000297_0_11_second-level-question.png,bn,qp,1,2
qp_bn_000299_1_14_paragraph.png,bn,qp,1,1
qp_bn_000318_0_23_sub-section-title.png,bn,qp,1,2
qp_bn_000327_1_0_ordered-list.png,bn,qp,1,0
qp_bn_000331_1_0_paragraph.png,bn,qp,1,0
qp_bn_000355_0_12_second-level-question.png,bn,qp,1,1
qp_bn_000357_1_1_paragraph.png,bn,qp,1,1
qp_bn_000365_0_29_page-number.png,bn,qp,1,1
mn_bn_000046_0_7_section-title.png,bn,mn,1,1
mn_bn_000065_0_0_paragraph.png,bn,mn,1,0
mn_bn_000073_0_0_paragraph.png,bn,mn,-2,-2
mn_bn_000088_0_6_section-title.png,bn,mn,1,0
mn_bn_000098_0_1_paragraph.png,bn,mn,1,2
mn_bn_000124_0_0_paragraph.png,bn,mn,1,0
mn_bn_000139_0_2_folio.png,bn,mn,1,1
mn_bn_000147_0_1_folio.png,bn,mn,1,1
mn_bn_000150_0_2_paragraph.png,bn,mn,-2,-2
mn_bn_000174_0_0_paragraph.png,bn,mn,-2,-2
mn_bn_000175_0_4_page-number.png,bn,mn,1,1
mn_bn_000196_0_0_paragraph.png,bn,mn,-2,-2
mn_bn_000238_0_2_folio.png,bn,mn,1,1
mn_bn_000279_0_0_paragraph.png,bn,mn,0,2
mn_bn_000304_0_1_folio.png,bn,mn,1,1
mn_bn_000355_0_2_folio.png,bn,mn,1,1
mn_bn_000398_0_4_page-number.png,bn,mn,-2,-2
mn_bn_000452_0_3_folio.png,bn,mn,1,0
mn_bn_000457_0_9_paragraph.png,bn,mn,-2,-2
mn_bn_000476_0_1_paragraph.png,bn,mn,-2,-2
mg_hi_000076_0_1_paragraph.png,hi,mg,-2,-2
mg_hi_000088_0_14_paragraph.png,hi,mg,1,2
mg_hi_000107_0_9_page-number.png,hi,mg,1,1
mg_hi_000156_0_1_paragraph.png,hi,mg,1,0
mg_hi_000164_0_7_paragraph.png,hi,mg,1,1
mg_hi_000183_0_2_paragraph.png,hi,mg,1,2
mg_hi_000206_0_4_section-title.png,hi,mg,1,1
mg_hi_000216_0_2_paragraph.png,hi,mg,1,1
mg_hi_000249_0_6_paragraph.png,hi,mg,1,1
mg_hi_000275_0_0_paragraph.png,hi,mg,1,2
mg_hi_000351_0_2_paragraph.png,hi,mg,1,0
mg_hi_000358_0_2_page-number.png,hi,mg,1,1
mg_hi_000381_0_5_paragraph.png,hi,mg,1,1
mg_hi_000500_0_11_figure-caption.png,hi,mg,1,1
mg_hi_000512_0_15_paragraph.png,hi,mg,-2,-2
mg_hi_000533_0_3_paragraph.png,hi,mg,1,2
